RSS,RLS,cumulative_cases,date_report
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,9,2020-06-14
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,396,2020-06-14
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,45,2020-06-14
12 - Chaudière-Appalaches,1213 - RLS de Beauce,53,2020-06-14
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,7,2020-06-14
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,11,2020-06-14
13 - Laval,1311 - RLS de Laval,5676,2020-06-14
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,1423,2020-06-14
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,2635,2020-06-14
15 - Laurentides,1511 - RLS d'Antoine-Labelle,17,2020-06-14
15 - Laurentides,1512 - RLS des Laurentides,155,2020-06-14
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,226,2020-06-14
15 - Laurentides,1514 - RLS d'Argenteuil,72,2020-06-14
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,636,2020-06-14
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,920,2020-06-14
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,1142,2020-06-14
16 - Montérégie,1611 - RLS de Champlain,1787,2020-06-14
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,652,2020-06-14
16 - Montérégie,1621 - RLS Pierre-Boucher,1937,2020-06-14
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,866,2020-06-14
16 - Montérégie,1623 - RLS Pierre-De Saurel,47,2020-06-14
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,682,2020-06-14
16 - Montérégie,1632 - RLS du Suroît,537,2020-06-14
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,86,2020-06-14
16 - Montérégie,1634 - RLS de Jardins-Roussillon,1003,2020-06-14
17 - Nunavik,1701 - Nunavik,16,2020-06-14
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,10,2020-06-14
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,25,2020-06-15
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,6,2020-06-15
01 - Bas-St-Laurent,0115 - RLS de Rimouski,10,2020-06-15
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-06-15
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-06-15
02 - Saguenay – Lac-St-Jean,0211 - RLS du Domaine-du-Roy,5,2020-06-15
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,24,2020-06-15
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,64,2020-06-15
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,204,2020-06-15
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,30,2020-06-15
03 - Capitale-Nationale,0311 - RLS de Portneuf,59,2020-06-15
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,886,2020-06-15
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,713,2020-06-15
03 - Capitale-Nationale,0314 - RLS de Charlevoix,12,2020-06-15
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-06-15
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,111,2020-06-15
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,248,2020-06-15
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,355,2020-06-15
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,924,2020-06-15
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,56,2020-06-15
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,305,2020-06-15
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,28,2020-06-15
05 - Estrie,0511 - RLS de la Pommeraie,135,2020-06-15
05 - Estrie,0512 - RLS de la Haute-Yamaska,225,2020-06-15
05 - Estrie,0513 - RLS de Memphrémagog,100,2020-06-15
05 - Estrie,0514 - RLS de Coaticook,13,2020-06-15
05 - Estrie,0515 - RLS de Sherbrooke,305,2020-06-15
05 - Estrie,0516 - RLS de Val Saint-François,72,2020-06-15
05 - Estrie,0517 - RLS d'Asbestos,47,2020-06-15
05 - Estrie,0518 - RLS du Haut-Saint-François,33,2020-06-15
05 - Estrie,0519 - RLS du Granit,16,2020-06-15
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,1563,2020-06-15
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,1987,2020-06-15
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1303,2020-06-15
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2723,2020-06-15
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1861,2020-06-15
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1403,2020-06-15
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,1745,2020-06-15
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,4068,2020-06-15
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,927,2020-06-15
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,2269,2020-06-15
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3656,2020-06-15
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2444,2020-06-15
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,21,2020-06-15
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,490,2020-06-15
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,52,2020-06-15
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,10,2020-06-15
08 - Abitibi-Témiscamingue,0812 - RLS de l'Abitibi,5,2020-06-15
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,131,2020-06-15
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,17,2020-06-15
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-06-15
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,2020-06-15
09 - Côte-Nord,0913 - RLS de Port-Cartier,49,2020-06-15
09 - Côte-Nord,0914 - RLS de Sept-Îles,46,2020-06-15
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-06-15
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-06-15
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-06-15
10 - Nord-du-Québec,1001 - Nord-du-Québec,8,2020-06-15
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,135,2020-06-15
11 - Gaspésie-Îles-de-la-Madeleine,1113 - RLS de La Côte-de-Gaspé,11,2020-06-15
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,29,2020-06-15
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,9,2020-06-15
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,396,2020-06-15
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,45,2020-06-15
12 - Chaudière-Appalaches,1213 - RLS de Beauce,53,2020-06-15
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,7,2020-06-15
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,11,2020-06-15
13 - Laval,1311 - RLS de Laval,5686,2020-06-15
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,1424,2020-06-15
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,2636,2020-06-15
15 - Laurentides,1511 - RLS d'Antoine-Labelle,17,2020-06-15
15 - Laurentides,1512 - RLS des Laurentides,156,2020-06-15
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,227,2020-06-15
15 - Laurentides,1514 - RLS d'Argenteuil,73,2020-06-15
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,637,2020-06-15
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,929,2020-06-15
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,1144,2020-06-15
16 - Montérégie,1611 - RLS de Champlain,1788,2020-06-15
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,654,2020-06-15
16 - Montérégie,1621 - RLS Pierre-Boucher,1943,2020-06-15
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,868,2020-06-15
16 - Montérégie,1623 - RLS Pierre-De Saurel,48,2020-06-15
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,682,2020-06-15
16 - Montérégie,1632 - RLS du Suroît,543,2020-06-15
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,86,2020-06-15
16 - Montérégie,1634 - RLS de Jardins-Roussillon,1004,2020-06-15
17 - Nunavik,1701 - Nunavik,16,2020-06-15
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,10,2020-06-15
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,25,2020-06-16
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,6,2020-06-16
01 - Bas-St-Laurent,0115 - RLS de Rimouski,10,2020-06-16
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-06-16
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-06-16
02 - Saguenay – Lac-St-Jean,0211 - RLS du Domaine-du-Roy,6,2020-06-16
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,24,2020-06-16
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,64,2020-06-16
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,204,2020-06-16
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,30,2020-06-16
03 - Capitale-Nationale,0311 - RLS de Portneuf,60,2020-06-16
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,887,2020-06-16
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,713,2020-06-16
03 - Capitale-Nationale,0314 - RLS de Charlevoix,12,2020-06-16
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-06-16
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,111,2020-06-16
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,248,2020-06-16
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,355,2020-06-16
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,924,2020-06-16
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,57,2020-06-16
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,306,2020-06-16
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,28,2020-06-16
05 - Estrie,0511 - RLS de la Pommeraie,135,2020-06-16
05 - Estrie,0512 - RLS de la Haute-Yamaska,225,2020-06-16
05 - Estrie,0513 - RLS de Memphrémagog,100,2020-06-16
05 - Estrie,0514 - RLS de Coaticook,13,2020-06-16
05 - Estrie,0515 - RLS de Sherbrooke,305,2020-06-16
05 - Estrie,0516 - RLS de Val Saint-François,72,2020-06-16
05 - Estrie,0517 - RLS d'Asbestos,47,2020-06-16
05 - Estrie,0518 - RLS du Haut-Saint-François,33,2020-06-16
05 - Estrie,0519 - RLS du Granit,16,2020-06-16
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,1567,2020-06-16
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,1997,2020-06-16
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1302,2020-06-16
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2731,2020-06-16
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1863,2020-06-16
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1405,2020-06-16
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,1746,2020-06-16
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,4076,2020-06-16
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,928,2020-06-16
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,2281,2020-06-16
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3662,2020-06-16
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2449,2020-06-16
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,21,2020-06-16
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,492,2020-06-16
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,52,2020-06-16
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,11,2020-06-16
08 - Abitibi-Témiscamingue,0812 - RLS de l'Abitibi,5,2020-06-16
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,131,2020-06-16
08 - Abitibi-Témiscamingue,0814 - RLS de la Vallée-de-l'Or,5,2020-06-16
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,17,2020-06-16
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-06-16
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,2020-06-16
09 - Côte-Nord,0913 - RLS de Port-Cartier,51,2020-06-16
09 - Côte-Nord,0914 - RLS de Sept-Îles,46,2020-06-16
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-06-16
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-06-16
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-06-16
10 - Nord-du-Québec,1001 - Nord-du-Québec,8,2020-06-16
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,135,2020-06-16
11 - Gaspésie-Îles-de-la-Madeleine,1113 - RLS de La Côte-de-Gaspé,11,2020-06-16
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,29,2020-06-16
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,9,2020-06-16
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,396,2020-06-16
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,45,2020-06-16
12 - Chaudière-Appalaches,1213 - RLS de Beauce,53,2020-06-16
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,7,2020-06-16
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,11,2020-06-16
13 - Laval,1311 - RLS de Laval,5698,2020-06-16
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,1425,2020-06-16
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,2640,2020-06-16
15 - Laurentides,1511 - RLS d'Antoine-Labelle,18,2020-06-16
15 - Laurentides,1512 - RLS des Laurentides,156,2020-06-16
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,227,2020-06-16
15 - Laurentides,1514 - RLS d'Argenteuil,75,2020-06-16
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,638,2020-06-16
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,937,2020-06-16
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,1148,2020-06-16
16 - Montérégie,1611 - RLS de Champlain,1790,2020-06-16
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,654,2020-06-16
16 - Montérégie,1621 - RLS Pierre-Boucher,1944,2020-06-16
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,870,2020-06-16
16 - Montérégie,1623 - RLS Pierre-De Saurel,48,2020-06-16
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,684,2020-06-16
16 - Montérégie,1632 - RLS du Suroît,549,2020-06-16
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,86,2020-06-16
16 - Montérégie,1634 - RLS de Jardins-Roussillon,1003,2020-06-16
17 - Nunavik,1701 - Nunavik,16,2020-06-16
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,10,2020-06-16
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,25,2020-06-17
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,6,2020-06-17
01 - Bas-St-Laurent,0115 - RLS de Rimouski,10,2020-06-17
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-06-17
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-06-17
02 - Saguenay – Lac-St-Jean,0211 - RLS du Domaine-du-Roy,6,2020-06-17
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,24,2020-06-17
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,64,2020-06-17
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,204,2020-06-17
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,30,2020-06-17
03 - Capitale-Nationale,0311 - RLS de Portneuf,59,2020-06-17
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,892,2020-06-17
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,717,2020-06-17
03 - Capitale-Nationale,0314 - RLS de Charlevoix,12,2020-06-17
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-06-17
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,111,2020-06-17
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,248,2020-06-17
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,355,2020-06-17
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,927,2020-06-17
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,57,2020-06-17
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,306,2020-06-17
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,28,2020-06-17
05 - Estrie,0511 - RLS de la Pommeraie,136,2020-06-17
05 - Estrie,0512 - RLS de la Haute-Yamaska,225,2020-06-17
05 - Estrie,0513 - RLS de Memphrémagog,100,2020-06-17
05 - Estrie,0514 - RLS de Coaticook,13,2020-06-17
05 - Estrie,0515 - RLS de Sherbrooke,305,2020-06-17
05 - Estrie,0516 - RLS de Val Saint-François,72,2020-06-17
05 - Estrie,0517 - RLS d'Asbestos,47,2020-06-17
05 - Estrie,0518 - RLS du Haut-Saint-François,33,2020-06-17
05 - Estrie,0519 - RLS du Granit,16,2020-06-17
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,1572,2020-06-17
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,2011,2020-06-17
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1303,2020-06-17
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2739,2020-06-17
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1869,2020-06-17
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1406,2020-06-17
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,1747,2020-06-17
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,4081,2020-06-17
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,927,2020-06-17
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,2285,2020-06-17
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3675,2020-06-17
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2456,2020-06-17
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,21,2020-06-17
07 - Outaouais,0714 - RLS de Grande-Rivière - Hull - Gatineau,492,2020-06-17
07 - Outaouais,0715 - RLS de la Vallée-de-la-Lièvre et de la Petite Nation,53,2020-06-17
08 - Abitibi-Témiscamingue,0811 - RLS de l'Abitibi-Ouest,11,2020-06-17
08 - Abitibi-Témiscamingue,0812 - RLS de l'Abitibi,5,2020-06-17
08 - Abitibi-Témiscamingue,0813 - RLS de Rouyn-Noranda,131,2020-06-17
08 - Abitibi-Témiscamingue,0814 - RLS de la Vallée-de-l'Or,7,2020-06-17
08 - Abitibi-Témiscamingue,0815 - RLS du Témiscaming,17,2020-06-17
09 - Côte-Nord,0911 - RLS de Caniapiscau,0,2020-06-17
09 - Côte-Nord,0912 - RLS de la Haute-Côte-Nord - Manicouagan,17,2020-06-17
09 - Côte-Nord,0913 - RLS de Port-Cartier,51,2020-06-17
09 - Côte-Nord,0914 - RLS de Sept-Îles,46,2020-06-17
09 - Côte-Nord,0915 - RLS de la Minganie,5,2020-06-17
09 - Côte-Nord,0916 - RLS de la Basse-Côte-Nord,0,2020-06-17
09 - Côte-Nord,0917 - RLS de Kawawachikamach,0,2020-06-17
10 - Nord-du-Québec,1001 - Nord-du-Québec,8,2020-06-17
11 - Gaspésie-Îles-de-la-Madeleine,1111 - RLS de la Baie-des-Chaleurs,135,2020-06-17
11 - Gaspésie-Îles-de-la-Madeleine,1113 - RLS de La Côte-de-Gaspé,11,2020-06-17
11 - Gaspésie-Îles-de-la-Madeleine,1114 - RLS du Rocher-Percé,29,2020-06-17
11 - Gaspésie-Îles-de-la-Madeleine,1121 - RLS des Îles-de-la-Madeleine,9,2020-06-17
12 - Chaudière-Appalaches,1211 - RLS Alphonse-Desjardins,396,2020-06-17
12 - Chaudière-Appalaches,1212 - RLS de la région de Thetford,45,2020-06-17
12 - Chaudière-Appalaches,1213 - RLS de Beauce,53,2020-06-17
12 - Chaudière-Appalaches,1214 - RLS des Etchemins,7,2020-06-17
12 - Chaudière-Appalaches,1215 - RLS de Montmagny-L'Islet,11,2020-06-17
13 - Laval,1311 - RLS de Laval,5702,2020-06-17
14 - Lanaudière,1411 - RLS de Lanaudière-Nord,1426,2020-06-17
14 - Lanaudière,1412 - RLS de Lanaudière-Sud,2640,2020-06-17
15 - Laurentides,1511 - RLS d'Antoine-Labelle,18,2020-06-17
15 - Laurentides,1512 - RLS des Laurentides,156,2020-06-17
15 - Laurentides,1513 - RLS des Pays-d'en-Haut,230,2020-06-17
15 - Laurentides,1514 - RLS d'Argenteuil,75,2020-06-17
15 - Laurentides,1515 - RLS de Deux-Montagnes - Mirabel-Sud,641,2020-06-17
15 - Laurentides,1516 - RLS de la Rivière-du-Nord - Mirabel-Nord,947,2020-06-17
15 - Laurentides,1517 - RLS de Thérèse-De Blainville,1156,2020-06-17
16 - Montérégie,1611 - RLS de Champlain,1797,2020-06-17
16 - Montérégie,1612 - RLS du Haut-Richelieu - Rouville,656,2020-06-17
16 - Montérégie,1621 - RLS Pierre-Boucher,1954,2020-06-17
16 - Montérégie,1622 - RLS de Richelieu-Yamaska,874,2020-06-17
16 - Montérégie,1623 - RLS Pierre-De Saurel,48,2020-06-17
16 - Montérégie,1631 - RLS de Vaudreuil-Soulanges,685,2020-06-17
16 - Montérégie,1632 - RLS du Suroît,552,2020-06-17
16 - Montérégie,1633 - RLS du Haut-Saint-Laurent,88,2020-06-17
16 - Montérégie,1634 - RLS de Jardins-Roussillon,1005,2020-06-17
17 - Nunavik,1701 - Nunavik,16,2020-06-17
18 - Terres-Cries-de-la-Baie-James,1801 - Terres-Cries-de-la-Baie-James,10,2020-06-17
01 - Bas-St-Laurent,0112 - RLS de Rivière-du-Loup,26,2020-06-18
01 - Bas-St-Laurent,0113 - RLS de Témiscouata,6,2020-06-18
01 - Bas-St-Laurent,0115 - RLS de Rimouski,12,2020-06-18
01 - Bas-St-Laurent,0116 - RLS de La Mitis,0,2020-06-18
01 - Bas-St-Laurent,0117 - RLS de Matane,0,2020-06-18
02 - Saguenay – Lac-St-Jean,0211 - RLS du Domaine-du-Roy,6,2020-06-18
02 - Saguenay – Lac-St-Jean,0213 - RLS de Lac-Saint-Jean-Est,24,2020-06-18
02 - Saguenay – Lac-St-Jean,0214 - RLS de Jonquière,64,2020-06-18
02 - Saguenay – Lac-St-Jean,0215 - RLS de Chicoutimi,204,2020-06-18
02 - Saguenay – Lac-St-Jean,0216 - RLS de La Baie,30,2020-06-18
03 - Capitale-Nationale,0311 - RLS de Portneuf,59,2020-06-18
03 - Capitale-Nationale,0312 - RLS de Québec-Sud,900,2020-06-18
03 - Capitale-Nationale,0313 - RLS de Québec-Nord,722,2020-06-18
03 - Capitale-Nationale,0314 - RLS de Charlevoix,12,2020-06-18
04 - Mauricie-et-Centre-du-Québec,0411 - RLS du Haut-Saint-Maurice,0,2020-06-18
04 - Mauricie-et-Centre-du-Québec,0412 - RLS de la Vallée de la Batiscan,111,2020-06-18
04 - Mauricie-et-Centre-du-Québec,0413 - RLS de Maskinongé,248,2020-06-18
04 - Mauricie-et-Centre-du-Québec,0414 - RLS du Centre-de-la-Mauricie,355,2020-06-18
04 - Mauricie-et-Centre-du-Québec,0415 - RLS de Trois-Rivières,929,2020-06-18
04 - Mauricie-et-Centre-du-Québec,0416 - RLS de Bécancour - Nicolet-Yamaska,57,2020-06-18
04 - Mauricie-et-Centre-du-Québec,0417 - RLS de Drummond,306,2020-06-18
04 - Mauricie-et-Centre-du-Québec,0418 - RLS d'Arthabaska - de l'Érable,28,2020-06-18
05 - Estrie,0511 - RLS de la Pommeraie,137,2020-06-18
05 - Estrie,0512 - RLS de la Haute-Yamaska,226,2020-06-18
05 - Estrie,0513 - RLS de Memphrémagog,101,2020-06-18
05 - Estrie,0514 - RLS de Coaticook,13,2020-06-18
05 - Estrie,0515 - RLS de Sherbrooke,306,2020-06-18
05 - Estrie,0516 - RLS de Val Saint-François,72,2020-06-18
05 - Estrie,0517 - RLS d'Asbestos,47,2020-06-18
05 - Estrie,0518 - RLS du Haut-Saint-François,33,2020-06-18
05 - Estrie,0519 - RLS du Granit,16,2020-06-18
06 - Montréal,0611 - RLS de Pierrefonds - Lac Saint-Louis,1573,2020-06-18
06 - Montréal,0612 - RLS de Dorval - Lachine - Lasalle,2019,2020-06-18
06 - Montréal,0621 - RLS de Côte-Saint-Luc - NDG - Montréal-Ouest,1305,2020-06-18
06 - Montréal,0622 - RLS de Côte-des-Neiges - Métro - Parc-Extension,2745,2020-06-18
06 - Montréal,0631 - RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles,1871,2020-06-18
06 - Montréal,0632 - RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc,1410,2020-06-18
06 - Montréal,0641 - RLS du Nord de l'Île - Saint-Laurent,1756,2020-06-18
06 - Montréal,0642 - RLS d'Ahuntsic - Montréal-Nord,4089,2020-06-18
06 - Montréal,0643 - RLS de la Petite Patrie - Villeray,929,2020-06-18
06 - Montréal,0651 - RLS de Saint-Léonard - Saint-Michel,2292,2020-06-18
06 - Montréal,0652 - RLS de Rivière-des-Prairies - Anjou - Montréal-Est,3681,2020-06-18
06 - Montréal,0653 - RLS de Hochelaga - Mercier-Ouest - Rosemont,2463,2020-06-18
07 - Outaouais,0713 - RLS des Collines-de-l'Outaouais,21,2020-06-18
